orderid,Qty,output_pdf_location,sku
405-0721237-1630702,1,outputs/amazon_output_pdfs/Order_405-0721237-1630702.pdf,SWIM-04
407-4664187-4687557,1,outputs/amazon_output_pdfs/Order_407-4664187-4687557.pdf,WAISTBELT-46
405-1644046-8441152,1,outputs/amazon_output_pdfs/Order_405-1644046-8441152.pdf,WC-02
403-1521759-9934715,1,outputs/amazon_output_pdfs/Order_403-1521759-9934715.pdf,WC-44
171-3794028-9127506,1,outputs/amazon_output_pdfs/Order_171-3794028-9127506.pdf,WC-44
405-8514776-2725967,1,outputs/amazon_output_pdfs/Order_405-8514776-2725967.pdf,WC-44
406-4266161-2885967,1,outputs/amazon_output_pdfs/Order_406-4266161-2885967.pdf,WC-70
407-7455542-8635558,1,outputs/amazon_output_pdfs/Order_407-7455542-8635558.pdf,WC-71
408-5877188-6638762,1,outputs/amazon_output_pdfs/Order_408-5877188-6638762.pdf,WC-71
402-2618476-5173953,1,outputs/amazon_output_pdfs/Order_402-2618476-5173953.pdf,WP-179
408-0964798-6880345,1,outputs/amazon_output_pdfs/Order_408-0964798-6880345.pdf,10L_WaterPouch_BlueValve
408-7205091-9600300,1,outputs/amazon_output_pdfs/Order_408-7205091-9600300.pdf,10L_WaterPouch_BT
406-3431598-7684352,1,outputs/amazon_output_pdfs/Order_406-3431598-7684352.pdf,6KnifeSet_Black
171-9383630-0501934,1,outputs/amazon_output_pdfs/Order_171-9383630-0501934.pdf,8BonSticks_33CookieCutter
408-6570046-0279542,1,outputs/amazon_output_pdfs/Order_408-6570046-0279542.pdf,BabyBlanket_Avocado
402-3304274-6094713,1,outputs/amazon_output_pdfs/Order_402-3304274-6094713.pdf,Beads_QL-0020
407-1160717-3234745,1,outputs/amazon_output_pdfs/Order_407-1160717-3234745.pdf,BottleRack_Blue
402-2635991-3217963,1,outputs/amazon_output_pdfs/Order_402-2635991-3217963.pdf,BottleRack_Blue
404-7483960-1241924,1,outputs/amazon_output_pdfs/Order_404-7483960-1241924.pdf,BottleRack_Pink
171-5588667-1999566,1,outputs/amazon_output_pdfs/Order_171-5588667-1999566.pdf,BR-03
406-5348016-4864352,1,outputs/amazon_output_pdfs/Order_406-5348016-4864352.pdf,BR-03
404-6425490-5949118,1,outputs/amazon_output_pdfs/Order_404-6425490-5949118.pdf,Cake Smoother
171-8930144-2305166,1,outputs/amazon_output_pdfs/Order_171-8930144-2305166.pdf,Cake Smoother
404-9769494-3253914,1,outputs/amazon_output_pdfs/Order_404-9769494-3253914.pdf,COMPASS-BLUE
408-3057399-3595554,1,outputs/amazon_output_pdfs/Order_408-3057399-3595554.pdf,CutePuppyCap_Black
405-8777376-3567504,1,outputs/amazon_output_pdfs/Order_405-8777376-3567504.pdf,"DeskPad-Pink,Blue"
403-7990044-6000354,1,outputs/amazon_output_pdfs/Order_403-7990044-6000354.pdf,FOCUSDSLR STRAP
171-5303444-6874733,1,outputs/amazon_output_pdfs/Order_171-5303444-6874733.pdf,FOCUSDSLR STRAP
404-6491790-4624336,1,outputs/amazon_output_pdfs/Order_404-6491790-4624336.pdf,FruitPicker
404-5154572-2760332,1,outputs/amazon_output_pdfs/Order_404-5154572-2760332.pdf,Goggles-Modern-Black
403-9745381-3394704,1,outputs/amazon_output_pdfs/Order_403-9745381-3394704.pdf,Goggles-Modern-Black
171-9164196-8675503,1,outputs/amazon_output_pdfs/Order_171-9164196-8675503.pdf,Goggles-Modern-Black
407-2179941-3542741,1,outputs/amazon_output_pdfs/Order_407-2179941-3542741.pdf,Goggles-Round-MilkyFrame&TeaSlices
404-8253404-8260357,1,outputs/amazon_output_pdfs/Order_404-8253404-8260357.pdf,LargeBakingMat_1
404-3942017-8706728,1,outputs/amazon_output_pdfs/Order_404-3942017-8706728.pdf,LargeBakingMat_1
405-8844823-5365956,1,outputs/amazon_output_pdfs/Order_405-8844823-5365956.pdf,MicrophoneStand_Black
405-5401485-7977106,1,outputs/amazon_output_pdfs/Order_405-5401485-7977106.pdf,OvenThermometer
171-8821976-3985917,1,outputs/amazon_output_pdfs/Order_171-8821976-3985917.pdf,OvenThermometer
407-4631572-2522704,1,outputs/amazon_output_pdfs/Order_407-4631572-2522704.pdf,OvenThermometer
408-0817949-7206733,1,outputs/amazon_output_pdfs/Order_408-0817949-7206733.pdf,PencilStandBag-6874Blue
171-9444256-5817919,1,outputs/amazon_output_pdfs/Order_171-9444256-5817919.pdf,PlainCap_Blue
403-9082632-9350711,1,outputs/amazon_output_pdfs/Order_403-9082632-9350711.pdf,PlainCap_Blue
405-0446578-9181961,1,outputs/amazon_output_pdfs/Order_405-0446578-9181961.pdf,Racquet-Grip-Black-2
407-6847127-3731511,1,outputs/amazon_output_pdfs/Order_407-6847127-3731511.pdf,Racquet-Grip-SkyBlue-2
408-8308203-8012306,1,outputs/amazon_output_pdfs/Order_408-8308203-8012306.pdf,RingHolder_Black
408-0127463-2691502,1,outputs/amazon_output_pdfs/Order_408-0127463-2691502.pdf,RingHolder_Black
404-6866971-9155541,1,outputs/amazon_output_pdfs/Order_404-6866971-9155541.pdf,Small_Steamer Plate
408-4708162-0104332,1,outputs/amazon_output_pdfs/Order_408-4708162-0104332.pdf,SOUNDPROOF-EARMUFF-BLACK
402-1669694-6777943,1,outputs/amazon_output_pdfs/Order_402-1669694-6777943.pdf,Three Pcs Liquor Bottle Pourer
402-8121751-4960336,1,outputs/amazon_output_pdfs/Order_402-8121751-4960336.pdf,WaistChain-WP248
408-1587458-5337162,1,outputs/amazon_output_pdfs/Order_408-1587458-5337162.pdf,WaistChain-WP248
404-8707688-2377931,1,outputs/amazon_output_pdfs/Order_404-8707688-2377931.pdf,WatchBox_3 Cavity
171-3787756-7621151,1,outputs/amazon_output_pdfs/Order_171-3787756-7621151.pdf,Zhook_Small
171-5160258-4671550,1,outputs/amazon_output_pdfs/Order_171-5160258-4671550.pdf,1UShapeBabySafetyLock_6
402-5931415-5993162,1,outputs/amazon_output_pdfs/Order_402-5931415-5993162.pdf,4 Pcs Bottle Cleaner Brush
404-2631136-4288307,1,outputs/amazon_output_pdfs/Order_404-2631136-4288307.pdf,40 character abcd
403-8865576-6204323,1,outputs/amazon_output_pdfs/Order_403-8865576-6204323.pdf,ChexDesignWallet_Black
403-6125934-0845139,1,outputs/amazon_output_pdfs/Order_403-6125934-0845139.pdf,FOLDBAG-01
404-9720517-0365925,1,outputs/amazon_output_pdfs/Order_404-9720517-0365925.pdf,KEY-XX-GREY
405-2408824-0589961,1,outputs/amazon_output_pdfs/Order_405-2408824-0589961.pdf,KitchenSinkStrainer_Handle
404-9361244-0540362,1,outputs/amazon_output_pdfs/Order_404-9361244-0540362.pdf,MONITORSTAND-02
402-8925165-9278728,1,outputs/amazon_output_pdfs/Order_402-8925165-9278728.pdf,MONITORSTAND-02
404-5953314-0658744,1,outputs/amazon_output_pdfs/Order_404-5953314-0658744.pdf,MONITORSTAND-02
171-4725366-3285938,1,outputs/amazon_output_pdfs/Order_171-4725366-3285938.pdf,Stainless Steel Steamer_Small
406-8252185-0389904,1,outputs/amazon_output_pdfs/Order_406-8252185-0389904.pdf,SWIM-08
407-8429254-2045134,1,outputs/amazon_output_pdfs/Order_407-8429254-2045134.pdf,SWIM-11
407-0133714-7941150,1,outputs/amazon_output_pdfs/Order_407-0133714-7941150.pdf,TinyWallet_Black
407-9197015-1213137,1,outputs/amazon_output_pdfs/Order_407-9197015-1213137.pdf,WaistBelt-RetroBuckle-Beige
406-3143273-4171560,1,outputs/amazon_output_pdfs/Order_406-3143273-4171560.pdf,WaistBelt-RetroBuckle-Beige
407-5184316-6025138,1,outputs/amazon_output_pdfs/Order_407-5184316-6025138.pdf,WaistBelt-RetroBuckle-Beige
406-2037434-9939552,1,outputs/amazon_output_pdfs/Order_406-2037434-9939552.pdf,WP-108
407-2431027-0069169,1,outputs/amazon_output_pdfs/Order_407-2431027-0069169.pdf,WP-121
407-8380083-4255530,1,outputs/amazon_output_pdfs/Order_407-8380083-4255530.pdf,WP-123
404-8907140-1863516,1,outputs/amazon_output_pdfs/Order_404-8907140-1863516.pdf,WP-278
403-4171283-3924308,1,outputs/amazon_output_pdfs/Order_403-4171283-3924308.pdf,WP-332
405-1106604-1631514,1,outputs/amazon_output_pdfs/Order_405-1106604-1631514.pdf,WP-332
407-9961135-7668323,1,outputs/amazon_output_pdfs/Order_407-9961135-7668323.pdf,WP-354
405-1667513-3239525,1,outputs/amazon_output_pdfs/Order_405-1667513-3239525.pdf,WP-371
405-3372085-6644356,1,outputs/amazon_output_pdfs/Order_405-3372085-6644356.pdf,WP-400
402-2089965-2480345,1,outputs/amazon_output_pdfs/Order_402-2089965-2480345.pdf,WP-469
404-3498681-1981117,1,outputs/amazon_output_pdfs/Order_404-3498681-1981117.pdf,WP-63
406-2078515-6305153,1,outputs/amazon_output_pdfs/Order_406-2078515-6305153.pdf,WP-82
404-8005546-6788306,1,outputs/amazon_output_pdfs/Order_404-8005546-6788306.pdf,WP-82
407-0053377-9659543,1,outputs/amazon_output_pdfs/Order_407-0053377-9659543.pdf,WP-82
171-1807804-5777126,1,outputs/amazon_output_pdfs/Order_171-1807804-5777126.pdf,6_DecorationFans
408-0441397-4285166,1,outputs/amazon_output_pdfs/Order_408-0441397-4285166.pdf,WeddingFilmyProps
403-3375262-4659532,1,outputs/amazon_output_pdfs/Order_403-3375262-4659532.pdf,WeddingFilmyProps
404-0425682-2154765,1,outputs/amazon_output_pdfs/Order_404-0425682-2154765.pdf,0to9_Stencils
404-9692791-2056313,1,outputs/amazon_output_pdfs/Order_404-9692791-2056313.pdf,73FondantCookieCutters
407-2284677-2633926,1,outputs/amazon_output_pdfs/Order_407-2284677-2633926.pdf,Baby Safety Cabinet Locks White_4 Pcs
408-3404664-8060306,1,outputs/amazon_output_pdfs/Order_408-3404664-8060306.pdf,BabyBowSocks_Pink
405-1265929-9845938,1,outputs/amazon_output_pdfs/Order_405-1265929-9845938.pdf,BC-138
402-8328109-5563551,1,outputs/amazon_output_pdfs/Order_402-8328109-5563551.pdf,BC-138
405-2527676-2524329,1,outputs/amazon_output_pdfs/Order_405-2527676-2524329.pdf,BC-142
404-7176638-2128366,1,outputs/amazon_output_pdfs/Order_404-7176638-2128366.pdf,BC-144
404-4130253-5749925,1,outputs/amazon_output_pdfs/Order_404-4130253-5749925.pdf,BC-188
403-2728871-4679533,1,outputs/amazon_output_pdfs/Order_403-2728871-4679533.pdf,BS-11
405-2726028-7855513,1,outputs/amazon_output_pdfs/Order_405-2726028-7855513.pdf,BS-11
402-5258961-5524325,1,outputs/amazon_output_pdfs/Order_402-5258961-5524325.pdf,HB-127
171-6766522-6127555,1,outputs/amazon_output_pdfs/Order_171-6766522-6127555.pdf,HB-157
406-4517371-2964321,1,outputs/amazon_output_pdfs/Order_406-4517371-2964321.pdf,HB-159
407-4377555-0839567,1,outputs/amazon_output_pdfs/Order_407-4377555-0839567.pdf,HB-243
405-3282976-5403525,1,outputs/amazon_output_pdfs/Order_405-3282976-5403525.pdf,HB-337
171-2752103-9590713,1,outputs/amazon_output_pdfs/Order_171-2752103-9590713.pdf,HB-339
407-1258626-2251567,1,outputs/amazon_output_pdfs/Order_407-1258626-2251567.pdf,HB-349
404-1438750-5209146,1,outputs/amazon_output_pdfs/Order_404-1438750-5209146.pdf,NecklaceDisplay_Black_10
171-3193026-3994720,1,outputs/amazon_output_pdfs/Order_171-3193026-3994720.pdf,Safety Strip Guard Protector_Brown
406-9629154-3721966,1,outputs/amazon_output_pdfs/Order_406-9629154-3721966.pdf,WAISTBELT-10
408-5599780-5067503,1,outputs/amazon_output_pdfs/Order_408-5599780-5067503.pdf,WAISTBELT-10
408-1078492-3893111,1,outputs/amazon_output_pdfs/Order_408-1078492-3893111.pdf,10-HairPin-Butterfly
408-3244670-7164366,1,outputs/amazon_output_pdfs/Order_408-3244670-7164366.pdf,10SpoonSet_Black
406-2716109-9497959,1,outputs/amazon_output_pdfs/Order_406-2716109-9497959.pdf,2_FaceBrushCutterHead-Pink&Green
402-1371142-2212363,1,outputs/amazon_output_pdfs/Order_402-1371142-2212363.pdf,Adapter-OTG-GoldenWithoutLanyard
171-7357140-7667534,1,outputs/amazon_output_pdfs/Order_171-7357140-7667534.pdf,Anchor_BottleOpener
406-2711102-6407521,1,outputs/amazon_output_pdfs/Order_406-2711102-6407521.pdf,BabyCap-RedCoffee-BeigeFatBow
402-1968073-7193147,1,outputs/amazon_output_pdfs/Order_402-1968073-7193147.pdf,BabyHat-BowKnot-Purple
407-9722496-7373922,1,outputs/amazon_output_pdfs/Order_407-9722496-7373922.pdf,BabyHatButton-Cyan
403-8699539-7075500,1,outputs/amazon_output_pdfs/Order_403-8699539-7075500.pdf,BabyHatButton-Gray
404-9911000-3156356,1,outputs/amazon_output_pdfs/Order_404-9911000-3156356.pdf,BottleoOpener_Airplane
404-1203076-1595567,1,outputs/amazon_output_pdfs/Order_404-1203076-1595567.pdf,BowHeadBand-Color1002
407-9882494-5733910,1,outputs/amazon_output_pdfs/Order_407-9882494-5733910.pdf,BowHeadBand-Color1002
402-9413353-7341909,1,outputs/amazon_output_pdfs/Order_402-9413353-7341909.pdf,BowHeadBand-Color1012
406-0351612-4701903,1,outputs/amazon_output_pdfs/Order_406-0351612-4701903.pdf,BowHeadBand-Color1016
407-5551661-2928312,1,outputs/amazon_output_pdfs/Order_407-5551661-2928312.pdf,BowHeadBand-Color1016
402-3832413-3365946,1,outputs/amazon_output_pdfs/Order_402-3832413-3365946.pdf,BowHeadBand-Color1025
171-5682851-6307528,1,outputs/amazon_output_pdfs/Order_171-5682851-6307528.pdf,BowHeadBand-Color1025
402-8010935-2297140,1,outputs/amazon_output_pdfs/Order_402-8010935-2297140.pdf,BROOCH-S196
405-0336683-1701953,1,outputs/amazon_output_pdfs/Order_405-0336683-1701953.pdf,BROOCH-S58
407-4185963-1356362,1,outputs/amazon_output_pdfs/Order_407-4185963-1356362.pdf,BucketHat-Giraffe-Blue
404-8725624-5203510,1,outputs/amazon_output_pdfs/Order_404-8725624-5203510.pdf,C_WAISTBELT-38
405-3534556-8124308,1,outputs/amazon_output_pdfs/Order_405-3534556-8124308.pdf,CBS-06
402-7576933-3769110,1,outputs/amazon_output_pdfs/Order_402-7576933-3769110.pdf,Crown-Antique-BlueDiamond
408-5744409-5945942,1,outputs/amazon_output_pdfs/Order_408-5744409-5945942.pdf,Crown-HeadBand-Silver
405-6107387-3004322,1,outputs/amazon_output_pdfs/Order_405-6107387-3004322.pdf,Gen_4SilverValve
405-0289437-1363571,1,outputs/amazon_output_pdfs/Order_405-0289437-1363571.pdf,Gen_4SilverValve
408-3948499-7365135,1,outputs/amazon_output_pdfs/Order_408-3948499-7365135.pdf,GL-171
408-1396975-8731507,1,outputs/amazon_output_pdfs/Order_408-1396975-8731507.pdf,GL-259
404-9437058-9886762,1,outputs/amazon_output_pdfs/Order_404-9437058-9886762.pdf,GL-259
407-6557731-1479538,1,outputs/amazon_output_pdfs/Order_407-6557731-1479538.pdf,GL-259
404-2918149-0327566,1,outputs/amazon_output_pdfs/Order_404-2918149-0327566.pdf,GL-284
403-2615243-7234738,1,outputs/amazon_output_pdfs/Order_403-2615243-7234738.pdf,GL-284
403-1730111-7777955,1,outputs/amazon_output_pdfs/Order_403-1730111-7777955.pdf,GL-284
403-7354333-5353918,1,outputs/amazon_output_pdfs/Order_403-7354333-5353918.pdf,Goggles-Colourful-TransBlue&GrdientPink
405-7975927-7993911,1,outputs/amazon_output_pdfs/Order_405-7975927-7993911.pdf,Goggles-Colourful-TransBlue&GrdientPink
402-0611361-8970741,1,outputs/amazon_output_pdfs/Order_402-0611361-8970741.pdf,Goggles-Colourful-Transparent Blue
408-3553532-9890709,1,outputs/amazon_output_pdfs/Order_408-3553532-9890709.pdf,Goggles-Colourful-Transparent Blue
405-3099995-9264317,1,outputs/amazon_output_pdfs/Order_405-3099995-9264317.pdf,Goggles-CrownStyle-Beige
171-0840769-8974703,1,outputs/amazon_output_pdfs/Order_171-0840769-8974703.pdf,Goggles-FrenzyRound-6-Cream
407-3458679-4570703,1,outputs/amazon_output_pdfs/Order_407-3458679-4570703.pdf,Goggles-FrenzyRound-6-Green
171-2640894-9051506,1,outputs/amazon_output_pdfs/Order_171-2640894-9051506.pdf,Goggles-Modern-Red
402-6265510-0205952,1,outputs/amazon_output_pdfs/Order_402-6265510-0205952.pdf,Goggles-Modern-Red
403-7336340-4421918,1,outputs/amazon_output_pdfs/Order_403-7336340-4421918.pdf,Goggles-Monkey-Lightblue
406-7563019-5506729,1,outputs/amazon_output_pdfs/Order_406-7563019-5506729.pdf,Goggles-Monkey-Offwhite
403-2056034-0989969,1,outputs/amazon_output_pdfs/Order_403-2056034-0989969.pdf,Goggles-Monkey-Offwhite
404-9149721-3081926,1,outputs/amazon_output_pdfs/Order_404-9149721-3081926.pdf,Goggles-Monkey-Yellow
404-9263720-0365914,1,outputs/amazon_output_pdfs/Order_404-9263720-0365914.pdf,Goggles-PigStyle-Orange
402-9999566-9830719,1,outputs/amazon_output_pdfs/Order_402-9999566-9830719.pdf,Goggles-PigStyle-Orange
403-6004785-1637921,1,outputs/amazon_output_pdfs/Order_403-6004785-1637921.pdf,Goggles-RabbitStyle-Pink
404-9882928-0718760,1,outputs/amazon_output_pdfs/Order_404-9882928-0718760.pdf,Goggles-Round-BlueFrame&Brown
405-7824091-9757163,1,outputs/amazon_output_pdfs/Order_405-7824091-9757163.pdf,Goggles-Round-BlueFrame&Brown
171-5405997-4681131,1,outputs/amazon_output_pdfs/Order_171-5405997-4681131.pdf,Goggles-SpiderMan
404-7105194-8609948,1,outputs/amazon_output_pdfs/Order_404-7105194-8609948.pdf,HairRingZipper-FiveColours-100
407-0163908-9581923,1,outputs/amazon_output_pdfs/Order_407-0163908-9581923.pdf,HeadBand-DoubleFlower-BigRed
404-5809143-4495501,1,outputs/amazon_output_pdfs/Order_404-5809143-4495501.pdf,HeadBand-DoubleFlower-WineRed
402-8810834-4553902,1,outputs/amazon_output_pdfs/Order_402-8810834-4553902.pdf,HemRolledFoot_3Pcs
404-6990721-0528300,1,outputs/amazon_output_pdfs/Order_404-6990721-0528300.pdf,ICB-01-13
402-0969619-9473913,1,outputs/amazon_output_pdfs/Order_402-0969619-9473913.pdf,LuggageLocks_SilverGrey_2
407-5574414-7801917,1,outputs/amazon_output_pdfs/Order_407-5574414-7801917.pdf,PandaHanger_White_Packof2
405-0299734-8109111,1,outputs/amazon_output_pdfs/Order_405-0299734-8109111.pdf,PencilGrip
405-9333045-5430752,1,outputs/amazon_output_pdfs/Order_405-9333045-5430752.pdf,PencilGrip
405-5554036-3781903,1,outputs/amazon_output_pdfs/Order_405-5554036-3781903.pdf,PortableThermometer
402-9001889-7178729,1,outputs/amazon_output_pdfs/Order_402-9001889-7178729.pdf,SiliconFaucet_1
407-9434666-9505121,1,outputs/amazon_output_pdfs/Order_407-9434666-9505121.pdf,Tiara-Luxury12FlowersWhiteandFleshPink
403-2036057-8788304,1,outputs/amazon_output_pdfs/Order_403-2036057-8788304.pdf,TurbonHeadWrap_Black
403-9596212-8525910,1,outputs/amazon_output_pdfs/Order_403-9596212-8525910.pdf,TurbonHeadWrap_Green
404-6061837-7562757,1,outputs/amazon_output_pdfs/Order_404-6061837-7562757.pdf,WA-03
406-5612911-4877144,1,outputs/amazon_output_pdfs/Order_406-5612911-4877144.pdf,WAISTBELT-121
403-7070942-2138704,1,outputs/amazon_output_pdfs/Order_403-7070942-2138704.pdf,WAISTBELT-123
171-6435529-2992362,1,outputs/amazon_output_pdfs/Order_171-6435529-2992362.pdf,WAISTBELT-130
403-6919373-8998721,1,outputs/amazon_output_pdfs/Order_403-6919373-8998721.pdf,WaistBelt-RetroBuckle-Black
171-3123282-8825159,1,outputs/amazon_output_pdfs/Order_171-3123282-8825159.pdf,WaistBelt-YD003
406-6814096-4001932,1,outputs/amazon_output_pdfs/Order_406-6814096-4001932.pdf,WineOpener_Blue
408-1632890-8832351,1,outputs/amazon_output_pdfs/Order_408-1632890-8832351.pdf,2CakeLeveler_Green
407-6811520-3194749,1,outputs/amazon_output_pdfs/Order_407-6811520-3194749.pdf,4_KittyBabySocks
404-5213960-1187510,1,outputs/amazon_output_pdfs/Order_404-5213960-1187510.pdf,4_KittyBabySocks
171-2254008-4011555,1,outputs/amazon_output_pdfs/Order_171-2254008-4011555.pdf,BottleDryingRack
171-0613348-9101126,1,outputs/amazon_output_pdfs/Order_171-0613348-9101126.pdf,BottleDryingRack
402-9179340-6591552,1,outputs/amazon_output_pdfs/Order_402-9179340-6591552.pdf,BottleOpener_Deer
407-0610566-8977965,1,outputs/amazon_output_pdfs/Order_407-0610566-8977965.pdf,BottleOpener_Deer
171-6882666-9132309,1,outputs/amazon_output_pdfs/Order_171-6882666-9132309.pdf,BowHeadBand-Color1005
407-0226122-1311572,1,outputs/amazon_output_pdfs/Order_407-0226122-1311572.pdf,DeskPad-DarkBlue-LightBlue
407-3755163-7162757,1,outputs/amazon_output_pdfs/Order_407-3755163-7162757.pdf,"DeskPad-Small-Black,Black"
408-4498132-3958752,1,outputs/amazon_output_pdfs/Order_408-4498132-3958752.pdf,"DeskPad-Small-DarkBlue,LightBlue"
403-6336595-2558704,1,outputs/amazon_output_pdfs/Order_403-6336595-2558704.pdf,DistanceMeasuringWheel
403-4081887-2529932,1,outputs/amazon_output_pdfs/Order_403-4081887-2529932.pdf,FaceBrushCutterHead_Green
402-8335963-0139525,1,outputs/amazon_output_pdfs/Order_402-8335963-0139525.pdf,FancyRoundCap_Pink
402-4074922-4221161,1,outputs/amazon_output_pdfs/Order_402-4074922-4221161.pdf,FlowerHat_Maroon
402-3075855-5996361,1,outputs/amazon_output_pdfs/Order_402-3075855-5996361.pdf,FlowerHat_Peach
171-4380740-3072345,1,outputs/amazon_output_pdfs/Order_171-4380740-3072345.pdf,HairMeasureTool
402-4635590-7970703,1,outputs/amazon_output_pdfs/Order_402-4635590-7970703.pdf,LoveTravel_Blue
408-0171275-4013117,1,outputs/amazon_output_pdfs/Order_408-0171275-4013117.pdf,ShoulderStrap_Orange
171-6144136-7419540,1,outputs/amazon_output_pdfs/Order_171-6144136-7419540.pdf,Tree Shape Storage Rack_White
408-2851635-3096327,1,outputs/amazon_output_pdfs/Order_408-2851635-3096327.pdf,TurbonHeadWrap_LightPink
407-7350848-4153112,1,outputs/amazon_output_pdfs/Order_407-7350848-4153112.pdf,WaistBelt-AudiBuckle-Camel
408-7743373-8716341,1,outputs/amazon_output_pdfs/Order_408-7743373-8716341.pdf,WP-213
408-1710790-5430707,1,outputs/amazon_output_pdfs/Order_408-1710790-5430707.pdf,WP-40
407-9687937-4749908,1,outputs/amazon_output_pdfs/Order_407-9687937-4749908.pdf,BulletFoamStick_Black_50
